word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
K,kei,n. the 11th letter of the Roman alphabet\nn. street names for ketamine,"[计] 键, 关键字, 千, 千字节\n[医] 钾(19号元素)",,,1,,5174,0,,,
kate,keit,n. The brambling finch.,"n. 凯特（女子名, 等于Catherine）",,,,,3163,0,,,
katzenjammer,"'kætsәn,dʒæmә",n disagreeable aftereffects from the use of drugs (especially alcohol)\nn loud confused noise from many sources,"n. (因饮酒过度而造成的)头痛, 宿酲, 恶心, 苦恼, 抑郁, 沮丧, 吵闹\n[医] 宿酒病, 酒后病",,,,,0,0,,,
keckle,'kekl,"v. i. & n. See Keck, v. i. & n.\nv. t. To wind old rope around, as a cable, to preserve its\n   surface from being fretted, or to wind iron chains around, to defend\n   from the friction of a rocky bottom, or from the ice.","n. (=cackle)饶舌, 废话",,,,,0,0,,,
keen,ki:n,n. a funeral lament sung with loud wailing\ns. having a sharp cutting edge or point,"a. 锋利的, 敏锐的, 强烈的, 敏捷的, 热心的, 渴望的\nn. 挽歌, 痛哭\nv. 唱挽歌, 痛哭",,3,1,cet4 cet6 ky toefl ielts,2280,6508,r:keener/t:keenest/i:keening/p:keened/3:keens/d:keened,,
keep,ki:p,"n. the main tower within the walls of a medieval castle or fortress\nv. keep in a certain state, position, or activity; e.g., ""keep clean""\nv. retain possession of\nv. look after; be the keeper of; have charge of","n. 生计, 维持, 保持\nvt. 保持, 保存, 遵守, 看守, 整理, 维持, 履行, 经营, 拘留, 记帐\nvi. 保持, 继续不断",,5,1,zk gk ielts,171,156,p:kept/d:kept/i:keeping/3:keeps,,
keeper,'ki:pә,n. someone in charge of other people,"n. 监护人, 管理人, 看守人\n[机] 保管人, 看守人, 保持片",,2,,gk cet4 cet6,4146,7388,s:keepers,,
keeps,,"n the financial means whereby one lives\nn the main tower within the walls of a medieval castle or fortress\nn a cell in a jail or prison\nv keep in a certain state, position, or activity; e.g., ""keep clean""\nv continue a certain state, condition, or activity\nv retain possession of\nv stop (someone or something) from doing something or being in a certain state\nv conform one's action or practice to\nv stick to correctly or closely\nv look after; be the keeper of; have charge of\nv maintain by writing regular records\nv supply with room and board\nv allow to remain in a place or position or maintain a property or feature\nv supply with necessities and support\nv fail to spoil or rot\nv behave as expected during of holidays or rites\nv keep under control; keep in check\nv maintain in safety from injury, harm, or danger\nv raise\nv retain rights to\nv store or keep customarily\nv have as a supply\nv maintain for use and service\nv hold and prevent from leaving\nv prevent (food) from rotting",n. 罐笼座；盖子（keep的复数形式）,,,,,0,0,0:keep/1:3,,
keeve,"ki:v, kiv","n. A vat or tub in which the mash is made; a mash tub.\nn. A bleaching vat; a kier.\nn. A large vat used in dressing ores.\nv. t. To set in a keeve, or tub, for fermentation.\nv. t. To heave; to tilt, as a cart.","n. (尤指酿酒,漂白用的)大桶, 洗矿桶",,,,,0,0,,,
kennedy,'kenidi,n. 35th President of the United States; established the Peace Corps; assassinated in Dallas (1917-1963)\nn. a large airport on Long Island to the east of New York City,"n. 肯尼迪（姓氏, 美国第35任总统）",,,,,4561,0,,,
Kent,kent,"n. a county in southeastern England on the English Channel; formerly an Anglo-Saxon kingdom, it was the first to be colonized by the Romans\nn. United States painter noted for his woodcuts (1882-1971)",n. 肯特郡(英国郡名),,,,,2947,0,,,
kept,kept,"v keep in a certain state, position, or activity; e.g., ""keep clean""\nv continue a certain state, condition, or activity\nv retain possession of\nv stop (someone or something) from doing something or being in a certain state\nv conform one's action or practice to\nv stick to correctly or closely\nv look after; be the keeper of; have charge of\nv maintain by writing regular records\nv supply with room and board\nv allow to remain in a place or position or maintain a property or feature\nv supply with necessities and support\nv fail to spoil or rot\nv behave as expected during of holidays or rites\nv keep under control; keep in check\nv maintain in safety from injury, harm, or danger\nv raise\nv retain rights to\nv store or keep customarily\nv have as a supply\nv maintain for use and service\nv hold and prevent from leaving\nv prevent (food) from rotting\na (especially of promises or contracts) not violated or disregarded",keep的过去式和过去分词,,,,,35360,30370,0:keep/1:pd/d:kept/p:kept,,
kermes,'kә:mi:z,"n. The dried bodies of the females of a scale insect (Coccus\n   ilicis), allied to the cochineal insect, and found on several species\n   of oak near the Mediterranean. They are round, about the size of a pea,\n   contain coloring matter analogous to carmine, and are used in dyeing.\n   They were anciently thought to be of a vegetable nature, and were used\n   in medicine.\nn. A small European evergreen oak (Quercus coccifera) on which\n   the kermes insect (Coccus ilicis) feeds.","n. 胭脂虫, 洋红\n[化] 虫胭脂; 胭脂虫粉",,,,,0,0,,,
key,ki:,n. metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated\nn. something crucial for explaining\nn. pitch of the voice\nn. any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music,"n. 钥匙, 键, 解答, 关键, 要害, 基调, 线索, 答案, 暗礁\nvt. 调音, 锁上, 提供线索\nvi. 使用钥匙\n[计] 键, 密钥",,4,1,zk gk ielts,1267,1093,s:keys/d:keyed/i:keying/p:keyed/3:keys,,
Keyboard Warrior,,"1. A Person who, being unable to express his anger through physical violence (owning to their physical weakness, lack of bravery and/or conviction in real life), instead manifests said emotions through the text-based medium of the internet, usually in the form of aggressive writing that the Keyboard Warrior would not (for reasons previously mentioned) be able to give form to in real life. \r\n2. The term is a combination of the word 'keyboard' (the main tool by which the person expresses his/her latent rage) and 'warrior' (due to the warrior-like aggression, tendency towards violence, headstrong nature and propensity towards brute force as a means of resolving conflict rather than more subtle means dependant on finesse).\r\n3. The Keyboard Warrior seeks to use the power imbued in his 'weapon' to effect death and destruction (in a strictly-metaphorical sense) upon his foes (other virtual identities he has encountered on the internet). In essence, the keyboard (ie. text input ability) allows the keyboard warrior to manifest his true warrior nature in a safe and removed environment, from which no real-life repercussions .\r\n4. Keyboard Warriors are generally identified by unneccessary rage in their written communications, and are regarded as 'losers' by other virtual identities on the internet.\n> Ken is such a keyboard warrior when he gets onto the internet.\n",,,,,,0,0,,,
keyt,,,"[计] 关键字, 关键码, 密钥, 键, 电键, 主要的, 关键的",,,,,0,0,,,
kick,kik,n. the act of delivering a blow with the foot\nn. the sudden stimulation provided by strong drink (or certain drugs)\nn. a rhythmic thrusting movement of the legs as in swimming or calisthenics\nv. drive or propel with the foot,"n. 踢, 反冲, 后座力, 凹底\nvi. 踢, 反抗, 反冲\nvt. 踢, 反冲",,4,1,zk gk cet4 cet6 ky,2403,1815,p:kicked/i:kicking/d:kicked/s:kicks/3:kicks,,
kid,kid,n. soft smooth leather from the hide of a young goat\nn. young goat\nv. be silly or tease one another,"n. 小山羊, 小山羊肉, 小孩, 欺骗\na. 小山羊皮制的\nv. 哄骗, 嘲弄",,4,1,zk gk cet4 ky,1572,312,s:kids/i:kidding/p:kidded/3:kids/d:kidded,,
kidnap,'kidnæp,v. take away to an undisclosed location against their will and usually in order to extract a ransom,"vt. 绑架, 诱拐, 拐骗\n[法] 拐带, 诱拐, 绑架",,2,,cet6 ky toefl ielts gre,8885,6993,d:kidnapped/p:kidnapped/i:kidnapping/3:kidnaps/s:kidnaps,,
kill,kil,"n. the destruction of an enemy plane or ship or tank or missile\nv. cause to die; put to death, usually intentionally or knowingly\nv. thwart the passage of\nv. be fatal","n. 杀, 杀戮, 小河\nvt. 杀, 破坏, 消灭, 使终止, 抵消, 否决\nvi. 杀死\n[计] 删除",,5,1,zk gk cet4 ky,635,425,d:killed/i:killing/p:killed/3:kills,,
killed,'kild,"v cause to die; put to death, usually intentionally or knowingly\nv thwart the passage of\nv end or extinguish by forceful means\nv be fatal\nv be the source of great pain for\nv overwhelm with hilarity, pleasure, or admiration\nv hit with so much force as to make a return impossible, in racket games\nv hit with great force\nv deprive of life\nv cause the death of, without intention\nv drink down entirely\nv mark for deletion, rub off, or erase\nv tire out completely\nv cause to cease operating\nv destroy a vitally essential quality of or in","a. 被杀死的, 被屠宰的, 镇静的",,,,,11580,0,0:kill/1:dp/d:killed/p:killed,,
killer,'kilә,n. someone who causes the death of a person or animal\nn. a difficulty that is hard to deal with,"n. (非正式)杀人者, 屠杀者, 猛兽, 致死(疾病), 杀手, 止痛药, 限制器, 瞄准器\n[计] 删除程序; 断路器",,3,,ielts,3690,2613,s:killers,,
killing,'kiliŋ,n. an event that causes someone to die\nn. the act of terminating a life\nn. a very large profit\ns. very funny,"n. 谋杀, 杀戮\na. 杀害的, 疲惫的, 迷人的",,3,1,,4165,3283,0:kill/1:i/s:killings/i:killing,,
kills,,"n the act of terminating a life\nn the destruction of an enemy plane or ship or tank or missile\nv cause to die; put to death, usually intentionally or knowingly\nv thwart the passage of\nv end or extinguish by forceful means\nv be fatal\nv be the source of great pain for\nv overwhelm with hilarity, pleasure, or admiration\nv hit with so much force as to make a return impossible, in racket games\nv hit with great force\nv deprive of life\nv cause the death of, without intention\nv drink down entirely\nv mark for deletion, rub off, or erase\nv tire out completely\nv cause to cease operating\nv destroy a vitally essential quality of or in",n. 杀戮；杀敌数；歼敌数（kill的复数形式）,,,,,0,0,0:kill/1:3,,
kilometre,'kilәjmi:tә(r),n a metric unit of length equal to 1000 meters (or 0.621371 miles),"n. 公里, 千米",,3,1,zk ky,4574,0,s:kilometres,,
kindly,'kaindli,s. pleasant and agreeable\nr. in a kind manner or out of kindness,"a. 和蔼的, 温和的, 爽快的\nadv. 温和地, 亲切地",,2,1,,5999,10654,r:kindlier,,
kiss,kis,n. the act of caressing with the lips (or an instance thereof)\nn. a cookie made of egg whites and sugar\nn. any of several bite-sized candies\nn. a light glancing touch,n. 吻\nvt. 吻\nvi. 接吻,,3,1,zk gk cet4 ky,2408,2302,p:kissed/i:kissing/s:kisses/d:kissed/3:kisses,,
kitcat,,"a. Designating a club in London, to which Addison and Steele\n   belonged; -- so called from Christopher Cat, a pastry cook, who served\n   the club with mutton pies.\na. Designating a canvas used for portraits of a peculiar size,\n   viz., twenty-right or twenty-nine inches by thirty-six; -- so called\n   because that size was adopted by Sir Godfrey Kneller for the portraits\n   he painted of the members of the Kitcat Club.\nn. A game played by striking with a stick small piece of wood,\n   called a cat, shaped like two cones united at their bases; tipcat.", [人名] 基特卡特,,,,,0,0,,,
kitchen,'kitʃin,n. a room equipped for preparing meals,"n. 厨房, 全套炊具\n[医] 厨房",,4,1,zk gk toefl ielts,1124,1051,s:kitchens,,
kite,kait,n. a bank check that has been fraudulently altered to increase its face value\nn. a bank check drawn on insufficient funds at another bank in order to take advantage of the float\nn. plaything consisting of a light frame covered with tissue paper; flown in wind at end of a string\nn. any of several small graceful hawks of the family Accipitridae having long pointed wings and feeding on insects and small animals,"n. 风筝, 筝帆, 空头支票, 骗子\nvi. 象风筝一样飞, 轻快地移动, 使用空头支票\nvt. 使上升, 骗钱",,1,,zk gk cet4 cet6 ky,5870,9509,s:kites/i:kiting/p:kited/3:kites/d:kited,,
km,,n a metric unit of length equal to 1000 meters (or 0.621371 miles),"[医] 千米, 公里",,2,1,,4450,0,s:kms,,
kneel,ni:l,n. supporting yourself on your knees\nv. rest one's weight on one's knees,vi. 跪下,,1,,cet4 cet6 ky,5449,4938,p:knelt/i:kneeling/3:kneels/d:knelt,,
knit,nit,n. a fabric made by knitting\nn. a basic knitting stitch\nn. needlework created by interlacing yarn in a series of connected loops using straight eyeless needles or by machine\nv. make (textiles) by knitting,"v. 编织, 结合",,2,1,cet4 cet6 ky ielts gre,3347,8436,i:knitting/d:knitted/p:knit/0:knit/1:pd/3:knits/s:knits,,
knock,nɒk,n. the sound of knocking (as on a door or in an engine or bearing)\nn. negative criticism\nn. a vigorous blow\nn. a bad experience,"n. 敲, 敲打, 敲门\nv. 敲击, 互撞, 攻击",,3,1,zk gk,1958,2087,p:knocked/d:knocked/i:knocking/s:knocks/3:knocks,,
knockout,'nɔ'kaut,n. a blow that renders the opponent unconscious,"n. (拳击)击倒对方, 被击倒, 击倒, (非正式)令人倾慕的人/物, 轰动的事物\na. 击倒的, 引人注目的, 轰动的, 使昏迷的",,1,,,16321,13687,s:knockouts,,
knot,nɒt,n. a tight cluster of people or things\nn. any of various fastenings formed by looping and tying a rope (or cord) upon itself or to another rope or to another object\nn. a hard cross-grained round piece of wood in a board where a branch emerged\nn. something twisted and tight and swollen,"n. 结, 群, 难题\nv. 打结, (使)纠缠",,2,1,cet4 cet6 ky ielts,5061,5079,s:knots/p:knotted/d:knotted/i:knotting/3:knots,,
know,nәu,n. the fact of being aware of information that is known to few people\nv. be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about\nv. know how to do or perform something\nv. be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt,"v. 知道, 了解, 认识, 确信",,3,1,zk gk,49,47,p:knew/d:known/3:knows/i:knowing,,
knowest,nəʊ,,"vt. 知道, 了解, 懂得, 通晓, 掌握…的知识(或技能)：；确知, 确信, 确认：\nvi. 知道, 了解, 懂得, 确知, 知情：\nn. [口语]知道, 知晓, 知情[主要用于习语]",,,,,0,0,,,
knowingly,'nәjiŋli,r with full knowledge and deliberation,"adv. 会意地, 心照不宣地, 故意地, 有意地, 老练地\n[法] 心照不宣地, 故意地, 有意地",,1,,,11288,11110,,,
knowledge,'nɒlidʒ,n the psychological result of perception and learning and reasoning,"n. 知识, 学问, 认识, 知道",,4,1,zk gk cet4 cet6 ky ielts,689,839,s:knowledges,,
known,nәun,a. apprehended with certainty,"a. 已知的, 有名的\nknow的过去分词",,,,,3525,4353,0:know/1:d/d:known/p:known,,
knurl,nә:l,"n. A contorted knot in wood; a crossgrained protuberance; a\n   nodule; a boss or projection.\nn. One who, or that which, is crossgrained.\nv. t. To provide with ridges, to assist the grasp, as in the\n   edge of a flat knob, or coin; to mill.","n. 木节, 木瘤, 隆起",,,,,0,0,,,
kool aid,,"A drink available in a variety of flavors, mixed as a powder with water and sometimes sugar. Anyone growing up struggling financially, ergo living in the projects, would know that kool aid is not described by flavor, but by color, with the exception of grape. see below.\n> bb: ay white boy, want some kool aid?\n> wb: sure, what flavors you got?\n> bb: we got red, blue, and grape\n> wb: what flavor is red?\n> bb: its red.\n> wb: is it cherry?\n> bb: damn, i said it's red! do you want it or not?\n",,,,,,0,0,,,
